,PersonID,ActivityCVP,ActivityVISUM,ActivitySector,EducationPlace,Age,AgeGroup,BasicSettlementCode,CadastralAreaCode,DistrictCode,DeclaredJourneyTime,Education,Gender,JourneyMainMode,PrimaryLocTownCode,PrimaryLocDistrictCode,PrimaryLocRegionCode,PrimaryLocStateCode,PrimaryLocRelationHome,TownCode,TownSize,RegionCode
55290,55291,13,5,99,1,9,1,517990,651796,4214,1,88,1,1,568015,4214,3069,203,6,568015,4,CZ042
55313,55314,13,5,99,0,8,1,517990,651796,4214,2,88,2,5,554804,4214,3069,998,6,568015,4,CZ042
55316,55317,8,2,99,1,15,1,363910,636398,4214,1,88,2,4,568201,4214,3069,203,1,567957,99,CZ042
55319,55320,8,2,99,1,13,1,834110,683418,4214,2,88,2,1,568058,4214,3069,203,6,568058,3,CZ042
55321,55322,13,5,99,1,11,1,517990,651796,4214,2,88,2,3,539210,2105,3069,203,6,568015,4,CZ042
55322,55323,8,2,99,1,13,1,710210,671029,4214,1,88,2,7,553697,4214,3069,203,4,553697,4,CZ042
55328,55329,8,2,99,2,16,2,517990,651796,4214,1,88,1,1,568015,4214,3069,203,4,568015,4,CZ042
55338,55339,2,1,7,4,81,8,1786910,778699,4214,1,2,1,4,568350,4214,3069,203,5,568350,4,CZ042
55339,55340,8,2,99,1,14,1,845650,684562,4214,1,88,1,7,554804,4214,3069,203,1,568023,3,CZ042
55344,55345,8,2,99,1,13,1,1671180,767115,4214,2,88,1,1,568309,4214,3069,203,4,568309,2,CZ042
55359,55360,13,5,99,1,9,1,504910,650498,4214,1,88,1,3,554804,4214,3069,203,1,568007,4,CZ042
55371,55372,1,1,99,4,42,5,517990,651796,4214,6,2,2,6,554804,4214,3069,203,3,568015,4,CZ042
55380,55381,1,1,1,4,41,5,1767110,776726,4214,1,4,2,6,554804,4214,3069,203,1,568350,4,CZ042
55389,55390,8,2,99,1,13,1,1268020,726800,4214,1,88,1,6,554804,4214,3069,203,3,568155,4,CZ042
55394,55395,8,2,99,1,12,1,834110,683418,4214,2,88,2,7,554804,4214,3069,203,1,568058,3,CZ042
55403,55404,13,5,99,1,10,1,1268020,726800,4214,2,88,1,5,562335,4202,3069,998,1,568155,4,CZ042
55406,55407,1,1,8,4,52,6,303680,630365,4214,2,4,2,6,554804,4214,3069,203,1,567931,2,CZ042
55408,55409,8,2,99,2,17,2,1786910,778699,4214,2,88,1,1,568350,4214,3069,203,4,568350,4,CZ042
55409,55410,13,5,99,1,10,1,504910,650498,4214,3,88,1,3,568007,4214,3069,998,1,568007,4,CZ042
55411,55412,8,2,99,1,12,1,517990,651796,4214,2,88,1,7,554804,4214,3069,203,1,568015,4,CZ042
55416,55417,13,5,99,0,7,1,1268020,726800,4214,2,88,1,6,554782,1100,3069,203,1,568155,4,CZ042
55425,55426,1,1,8,4,52,6,303680,630365,4214,1,2,1,6,554804,4214,3069,203,5,567931,2,CZ042
55435,55436,8,2,99,1,14,1,303680,630365,4214,1,88,2,3,567931,4214,3069,203,6,567931,2,CZ042
55436,55437,1,1,1,4,49,5,1450330,745031,4214,9,1,2,5,554804,4214,3069,203,1,568201,3,CZ042
55445,55446,13,5,99,0,8,1,1418360,741833,4214,2,88,2,6,568007,4214,3069,203,1,568007,4,CZ042
55449,55450,8,2,99,1,13,1,1418360,741833,4214,2,88,1,7,567442,4213,3069,203,2,568007,4,CZ042
55451,55452,1,1,9,4,50,5,1767290,776726,4214,1,4,2,6,568350,4214,3069,203,3,568350,4,CZ042
55453,55454,13,5,99,0,8,1,1268110,726818,4214,2,88,2,5,568155,4214,3069,998,2,568155,4,CZ042
55454,55455,13,5,99,1,11,1,1671180,767115,4214,1,88,1,7,568309,4214,3069,203,4,568309,2,CZ042
55457,55458,13,5,99,1,9,1,517990,651796,4214,2,88,2,6,554804,4214,3069,998,1,568015,4,CZ042
55462,55463,13,5,99,1,10,1,1268110,726818,4214,9,88,1,7,554804,4214,3069,203,6,568155,4,CZ042
55474,55475,8,2,99,1,15,1,1671180,767115,4214,4,88,1,3,568309,4214,3069,203,6,568309,2,CZ042
55476,55477,13,5,99,1,11,1,906970,690694,4214,3,88,1,7,562335,4202,3069,998,6,568104,2,CZ042
55479,55480,13,5,99,0,8,1,834110,683418,4214,2,88,2,6,568058,4214,3069,203,4,568058,3,CZ042
55492,55493,1,1,9,4,61,7,517990,651796,4214,2,2,2,6,568015,4214,3069,203,6,568015,4,CZ042
55495,55496,13,5,99,0,7,1,1749710,774979,4214,2,88,1,6,554804,4214,3069,998,1,553697,4,CZ042
55498,55499,1,1,9,4,64,7,517990,651796,4214,2,4,1,6,554804,4214,3069,203,1,568015,4,CZ042
55501,55502,1,1,9,4,42,5,1200900,720097,4214,2,2,2,4,568147,4214,3069,203,6,568147,2,CZ042
55504,55505,13,5,99,1,10,1,517990,651796,4214,4,88,2,7,567442,4213,3069,998,1,568015,4,CZ042
55511,55512,13,5,99,1,10,1,1786830,778681,4214,1,88,2,6,554804,4214,3069,998,1,568350,4,CZ042
55515,55516,8,2,99,2,16,2,504910,650498,4214,9,88,2,1,568007,4214,3069,203,4,568007,4,CZ042
55521,55522,13,5,99,1,9,1,1786910,778699,4214,2,88,2,7,554804,4214,3069,203,1,568350,4,CZ042
55526,55527,8,2,99,1,12,1,517990,651796,4214,2,88,1,7,554804,4214,3069,203,1,568015,4,CZ042
55544,55545,13,5,99,0,8,1,1268110,726818,4214,2,88,2,6,568155,4214,3069,998,1,568155,4,CZ042
55551,55552,8,2,99,2,16,2,1786830,778681,4214,1,88,1,7,568350,4214,3069,203,4,568350,4,CZ042
55561,55562,8,2,99,1,14,1,834110,683418,4214,1,88,1,1,568058,4214,3069,203,4,568058,3,CZ042
55576,55577,8,2,99,1,14,1,517990,651796,4214,1,88,1,1,568015,4214,3069,203,4,568015,4,CZ042
55584,55585,1,1,2,3,29,3,1651660,765163,4214,2,2,2,4,554804,4214,3069,203,1,568287,98,CZ042
55593,55594,1,1,9,4,54,6,1788530,778851,4214,2,2,2,6,554804,4214,3069,203,5,555223,2,CZ042
55594,55595,8,2,99,1,13,1,1268110,726818,4214,2,88,2,5,568155,4214,3069,203,6,568155,4,CZ042
55610,55611,8,2,99,1,14,1,1268110,726818,4214,1,88,1,1,568155,4214,3069,203,4,568155,4,CZ042
55619,55620,1,1,5,4,52,6,517990,651796,4214,2,2,2,6,554804,4214,3069,203,1,568015,4,CZ042
55622,55623,8,2,99,1,13,1,1268110,726818,4214,1,88,1,1,568155,4214,3069,203,6,568155,4,CZ042
55629,55630,1,1,9,4,37,4,517990,651796,4214,2,2,2,6,554804,4214,3069,203,1,568015,4,CZ042
55641,55642,13,5,99,0,7,1,834110,683418,4214,3,88,2,6,568058,4214,3069,203,1,568058,3,CZ042
55647,55648,13,5,99,0,8,1,517990,651796,4214,2,88,2,6,554804,4214,3069,998,1,568015,4,CZ042
55649,55650,1,1,9,4,58,6,303680,630365,4214,1,2,2,5,554804,4214,3069,203,1,567931,2,CZ042
55663,55664,13,5,99,1,11,1,1558110,755818,4214,4,88,1,1,568015,4214,3069,203,4,568015,4,CZ042
55678,55679,8,2,99,1,12,1,504910,650498,4214,1,88,2,7,568007,4214,3069,203,4,568007,4,CZ042
55681,55682,8,2,99,1,15,1,1418360,741833,4214,1,88,1,7,567442,4213,3069,203,2,568007,4,CZ042
55683,55684,12,4,4,4,55,6,504910,650498,4214,1,2,1,6,554804,4214,3069,998,2,568007,4,CZ042
55685,55686,13,5,99,1,9,1,504910,650498,4214,3,88,2,4,554804,4214,3069,998,2,568007,4,CZ042
55690,55691,1,1,5,4,36,4,906970,690694,4214,2,2,1,8,554804,4214,3069,203,1,568104,2,CZ042
55691,55692,8,2,99,2,16,2,1531840,753181,4214,1,88,1,5,568201,4214,3069,203,4,568201,3,CZ042
55693,55694,8,2,99,2,16,2,1350710,735078,4214,1,88,2,4,568007,4214,3069,203,3,530620,99,CZ042
55698,55699,1,1,9,4,57,6,906970,690694,4214,2,2,2,6,554804,4214,3069,203,1,568104,2,CZ042
55708,55709,13,5,99,1,12,1,1558110,755818,4214,2,88,2,7,554782,1100,3069,998,1,568015,4,CZ042
55709,55710,1,1,9,4,47,5,1749710,774979,4214,4,2,1,6,534676,2114,3026,203,4,553697,4,CZ042
55712,55713,13,5,99,1,10,1,1531840,753181,4214,2,88,1,6,554782,1100,3069,203,2,568201,3,CZ042
55713,55714,1,1,4,4,48,5,1450330,745031,4214,6,2,2,5,554782,1100,3018,203,4,568201,3,CZ042
55716,55717,13,5,99,1,13,1,1418360,741833,4214,2,88,1,6,554804,4214,3069,203,5,568007,4,CZ042
55717,55718,1,1,4,3,29,3,1450330,745031,4214,3,2,1,6,567655,4201,3069,203,2,568201,3,CZ042
55718,55719,1,1,9,4,42,5,416700,641677,4214,5,4,1,6,554782,1100,3018,203,4,567973,99,CZ042
55719,55720,8,2,99,1,15,1,1558110,755818,4214,1,88,1,7,568015,4214,3069,203,4,568015,4,CZ042
55724,55725,8,2,99,1,13,1,547390,654736,4214,1,88,2,4,554804,4214,3069,203,1,568023,3,CZ042
55727,55728,1,1,9,4,46,5,517990,651796,4214,2,2,1,4,568015,4214,3018,203,5,568015,4,CZ042
55737,55738,8,2,99,1,13,1,1418360,741833,4214,1,88,2,7,567442,4213,3069,203,2,568007,4,CZ042
55747,55748,8,2,99,1,13,1,1553900,755419,4214,2,88,1,7,554804,4214,3069,203,1,546925,99,CZ042
55748,55749,8,2,99,1,14,1,1671180,767115,4214,1,88,1,1,568309,4214,3069,203,4,568309,2,CZ042
55762,55763,13,5,99,1,9,1,710210,671029,4214,2,88,2,3,554804,4214,3069,203,4,553697,4,CZ042
55764,55765,13,5,99,1,11,1,1786830,778681,4214,2,88,2,6,554804,4214,3069,203,3,568350,4,CZ042
55778,55779,13,5,99,1,9,1,1200900,720097,4214,2,88,1,7,568147,4214,3069,998,1,568147,2,CZ042
55785,55786,8,2,99,1,15,1,834110,683418,4214,2,88,2,6,568058,4214,3069,203,6,568058,3,CZ042
55817,55818,8,2,99,2,16,2,517990,651796,4214,2,88,2,1,554804,4214,3069,203,3,568015,4,CZ042
55829,55830,1,1,9,4,33,4,1268110,726818,4214,3,2,1,5,554804,4214,3069,203,5,568155,4,CZ042
55857,55858,1,1,9,4,53,6,904840,690481,4214,2,2,2,5,554804,4214,3069,203,1,568091,2,CZ042
55863,55864,8,2,99,1,14,1,504910,650498,4214,2,88,1,1,568007,4214,3069,203,4,568007,4,CZ042
55871,55872,12,4,99,3,30,3,1786830,778681,4214,2,1,2,7,568350,4214,3069,998,4,568350,4,CZ042
55873,55874,8,2,99,1,13,1,1200900,720097,4214,4,88,1,7,554804,4214,3069,203,1,568147,2,CZ042
55894,55895,1,1,9,4,43,5,517990,651796,4214,1,2,2,6,554804,4214,3069,203,1,568015,4,CZ042
55899,55900,8,2,99,2,16,2,906970,690694,4214,1,88,2,1,554804,4214,3069,703,3,568104,2,CZ042
55901,55902,13,5,99,0,8,1,906970,690694,4214,6,88,2,6,564567,4205,3069,998,1,568104,2,CZ042
55902,55903,1,1,1,4,41,5,1450330,745031,4214,2,2,1,5,567477,4213,3069,203,2,568201,3,CZ042
55907,55908,1,1,1,4,47,5,1786830,778681,4214,2,2,1,6,554804,4214,3069,203,5,568350,4,CZ042
55911,55912,13,5,99,0,7,1,1268110,726818,4214,4,88,2,1,568155,4214,3069,203,6,568155,4,CZ042
55920,55921,8,2,99,1,13,1,1450330,745031,4214,1,88,2,1,568201,4214,3069,203,4,568201,3,CZ042
55922,55923,13,5,99,0,8,1,1418360,741833,4214,4,88,1,1,568007,4214,3069,998,6,568007,4,CZ042
55924,55925,1,1,9,3,29,3,710210,671029,4214,2,2,1,6,554804,4214,3069,203,1,553697,4,CZ042
55925,55926,1,1,4,4,57,6,1651660,765163,4214,2,2,2,7,554804,4214,3069,203,1,568287,98,CZ042
55926,55927,13,5,99,0,8,1,1786830,778681,4214,1,88,1,4,554804,4214,3069,998,4,568350,4,CZ042
55930,55931,13,5,99,1,11,1,906970,690694,4214,3,88,2,6,554804,4214,3069,203,3,568104,2,CZ042
55942,55943,13,5,99,0,7,1,517990,651796,4214,2,88,2,3,567451,4201,3069,998,2,568015,4,CZ042
55946,55947,1,1,4,4,35,4,1671180,767115,4214,1,4,2,1,568309,4214,3069,203,4,568309,2,CZ042
55954,55955,8,2,99,2,16,2,904840,690481,4214,1,88,1,4,568350,4214,3069,203,1,568091,2,CZ042
55958,55959,8,2,99,1,12,1,1786830,778681,4214,1,88,1,4,554804,4214,3069,998,2,568350,4,CZ042
55959,55960,13,5,99,0,7,1,1786830,778681,4214,2,88,1,4,568350,4214,3069,998,6,568350,4,CZ042
55969,55970,13,5,99,1,12,1,1450330,745031,4214,3,88,1,2,567876,4213,3069,203,5,568201,3,CZ042
55971,55972,1,1,5,4,36,4,1786910,778699,4214,1,2,1,6,554804,4214,3069,203,1,568350,4,CZ042
55980,55981,13,5,99,1,9,1,517990,651796,4214,2,88,2,5,568015,4214,3069,203,1,568015,4,CZ042
55981,55982,13,5,99,1,12,1,1268110,726818,4214,2,88,1,6,554804,4214,3069,203,1,568155,4,CZ042
55987,55988,13,5,99,1,10,1,1657350,765732,4214,2,88,2,2,554804,4214,3018,998,1,568295,2,CZ042
55994,55995,8,2,99,1,13,1,334990,633496,4214,2,88,1,3,568201,4214,3069,203,4,568201,3,CZ042
55996,55997,1,1,9,4,38,4,232720,623270,4214,2,2,1,7,554804,4214,3069,203,1,568015,4,CZ042
55997,55998,8,2,99,2,17,2,1450330,745031,4214,2,88,1,7,567442,4213,3069,203,2,568201,3,CZ042
56000,56001,13,5,99,1,12,1,1767290,776726,4214,4,88,1,7,568350,4214,3069,203,1,568350,4,CZ042
56003,56004,8,2,99,1,15,1,906970,690694,4214,2,88,1,7,554804,4214,3069,203,1,568104,2,CZ042
56012,56013,13,5,99,0,7,1,1786830,778681,4214,2,88,1,6,553697,4214,3069,998,1,568350,4,CZ042
56018,56019,13,5,99,1,11,1,517990,651796,4214,6,88,2,4,554782,1100,3069,203,1,568015,4,CZ042
56032,56033,8,2,99,1,14,1,1944920,794490,4214,1,88,1,7,568015,4214,3069,203,4,568015,4,CZ042
56033,56034,8,2,99,2,16,2,906710,690678,4214,2,88,1,4,554804,4214,3069,203,1,568104,2,CZ042
56034,56035,8,2,99,2,16,2,517990,651796,4214,1,88,1,3,568015,4214,3069,203,6,568015,4,CZ042
56044,56045,13,5,99,1,12,1,1937210,793728,4214,1,88,1,6,568384,4214,3069,203,6,568384,99,CZ042
56046,56047,13,5,99,1,12,1,334990,633496,4214,2,88,1,3,568201,4214,3069,203,5,568201,3,CZ042
56052,56053,13,5,99,0,7,1,517990,651796,4214,1,88,2,3,554804,4214,3069,998,1,568015,4,CZ042
56057,56058,1,1,9,4,46,5,1450330,745031,4214,2,2,2,3,554804,4214,3069,203,1,568201,3,CZ042
56058,56059,13,5,99,1,10,1,1786830,778681,4214,1,88,2,4,568350,4214,3069,203,1,568350,4,CZ042
56059,56060,1,1,9,4,66,7,1749710,774979,4214,1,1,1,3,553697,4214,3069,203,4,553697,4,CZ042
56063,56064,1,1,4,4,52,6,504910,650498,4214,2,2,2,6,554804,4214,3069,203,1,568007,4,CZ042
56073,56074,8,2,99,1,15,1,1767290,776726,4214,1,88,1,7,554804,4214,3069,203,1,568350,4,CZ042
56077,56078,8,2,99,1,13,1,1268110,726818,4214,1,88,2,1,568155,4214,3069,203,4,568155,4,CZ042
56081,56082,13,5,99,1,10,1,1268020,726800,4214,1,88,1,6,554804,4214,3069,203,2,568155,4,CZ042
56084,56085,1,1,9,4,56,6,504910,650498,4214,2,2,1,3,554804,4214,3069,203,5,568007,4,CZ042
56096,56097,13,5,99,0,8,1,1937210,793728,4214,3,88,2,6,554804,4214,3069,203,1,568384,99,CZ042
56132,56133,1,1,1,4,37,4,1657190,765716,4214,2,2,1,6,553697,4214,3069,203,1,568295,2,CZ042
56140,56141,8,2,99,1,13,1,517990,651796,4214,1,88,1,7,568015,4214,3069,203,4,568015,4,CZ042
56141,56142,13,5,99,0,7,1,1786910,778699,4214,3,88,2,6,554804,4214,3069,998,1,568350,4,CZ042
56143,56144,8,2,99,1,13,1,1786910,778699,4214,1,88,1,6,554804,4214,3069,203,3,568350,4,CZ042
56146,56147,8,2,99,1,15,1,1558110,755818,4214,2,88,1,6,554804,4214,3069,203,1,568015,4,CZ042
56149,56150,8,2,99,1,14,1,1268110,726818,4214,2,88,1,7,554804,4214,3069,203,2,568155,4,CZ042
56161,56162,8,2,99,1,13,1,1558110,755818,4214,2,88,2,7,554804,4214,3069,203,1,568015,4,CZ042
56166,56167,13,5,99,1,11,1,504910,650498,4214,3,88,1,6,567442,4213,3069,203,1,568007,4,CZ042
56167,56168,13,5,99,1,11,1,517990,651796,4214,3,88,2,3,554804,4214,3069,998,2,568015,4,CZ042
56178,56179,8,2,99,1,12,1,1671180,767115,4214,1,88,1,4,568058,4214,3069,203,1,568309,2,CZ042
56182,56183,8,2,99,1,13,1,1786830,778681,4214,1,88,1,1,568350,4214,3069,203,4,568350,4,CZ042
56183,56184,13,5,99,1,9,1,1671180,767115,4214,2,88,2,4,554804,4214,3069,203,6,568309,2,CZ042
56184,56185,8,2,99,1,14,1,547390,654736,4214,1,88,2,4,554804,4214,3069,203,1,568023,3,CZ042
56206,56207,8,2,99,1,14,1,1268110,726818,4214,2,88,1,5,568155,4214,3069,203,6,568155,4,CZ042
56241,56242,8,2,99,1,14,1,1268110,726818,4214,2,88,2,7,568155,4214,3069,203,6,568155,4,CZ042
56245,56246,13,5,99,1,12,1,710210,671029,4214,2,88,2,7,553697,4214,3069,203,1,553697,4,CZ042
56252,56253,13,5,99,1,9,1,517990,651796,4214,2,88,1,3,568015,4214,3069,998,1,568015,4,CZ042
56263,56264,8,2,99,1,13,1,334990,633496,4214,1,88,2,3,568201,4214,3069,203,4,568201,3,CZ042
56274,56275,13,5,99,1,10,1,547390,654736,4214,2,88,1,6,554804,4214,3069,203,1,568023,3,CZ042
56306,56307,1,1,7,4,37,4,1554110,755419,4214,1,2,1,6,554804,4214,3069,203,1,546925,99,CZ042
56309,56310,1,1,9,4,59,6,517990,651796,4214,2,4,2,3,554804,4214,3069,203,1,568015,4,CZ042
56313,56314,8,2,99,1,14,1,504910,650498,4214,2,88,2,6,554804,4214,3069,203,3,568007,4,CZ042
56319,56320,1,1,8,4,60,6,517990,651796,4214,2,4,1,6,554804,4214,3069,203,1,568015,4,CZ042
56320,56321,8,2,99,1,12,1,504910,650498,4214,3,88,2,6,568007,4214,3069,203,6,568007,4,CZ042
56322,56323,13,5,99,0,8,1,504910,650498,4214,2,88,2,6,554804,4214,3069,998,6,568007,4,CZ042
56324,56325,12,4,99,4,44,5,547470,654744,4214,3,1,2,6,554804,4214,3069,998,1,568023,3,CZ042
56330,56331,13,5,99,1,9,1,504910,650498,4214,1,88,1,6,554804,4214,3069,998,6,568007,4,CZ042
56343,56344,13,5,99,1,9,1,504910,650498,4214,1,88,1,1,554804,4214,3069,998,1,568007,4,CZ042
56347,56348,8,2,99,1,13,1,1657350,765732,4214,2,88,1,4,567141,4209,3069,203,3,568295,2,CZ042
56348,56349,12,4,9,4,49,5,517990,651796,4214,3,2,2,7,567442,4213,3077,203,3,568015,4,CZ042
56351,56352,8,2,99,1,14,1,1671180,767115,4214,1,88,1,4,568058,4214,3069,203,1,568309,2,CZ042
56362,56363,1,1,1,4,50,5,834110,683418,4214,2,2,1,6,568295,4214,3069,203,1,568058,3,CZ042
56365,56366,8,2,99,1,13,1,517990,651796,4214,2,88,1,7,554804,4214,3069,203,1,568015,4,CZ042
56369,56370,13,5,99,0,8,1,1268110,726818,4214,2,88,2,1,554804,4214,3069,203,2,568155,4,CZ042
56381,56382,8,2,99,2,17,2,1786830,778681,4214,1,88,1,1,568350,4214,3069,203,4,568350,4,CZ042
56389,56390,8,2,99,1,13,1,1786830,778681,4214,1,88,1,1,568350,4214,3069,203,4,568350,4,CZ042
56403,56404,8,2,99,2,16,2,1671180,767115,4214,1,88,2,4,568058,4214,3069,203,1,568309,2,CZ042
56405,56406,1,1,99,4,59,6,834110,683418,4214,2,2,2,4,554804,4214,3069,203,1,568058,3,CZ042
56410,56411,13,5,99,1,10,1,1558110,755818,4214,4,88,1,4,554804,4214,3077,998,2,568015,4,CZ042
56434,56435,8,2,99,1,12,1,517990,651796,4214,3,88,2,3,568015,4214,3069,203,6,568015,4,CZ042
56437,56438,13,5,99,1,9,1,906970,690694,4214,1,88,1,6,568350,4214,3069,203,2,568104,2,CZ042
56439,56440,8,2,99,1,14,1,1200900,720097,4214,1,88,1,1,568147,4214,3069,203,4,568147,2,CZ042
56440,56441,8,2,99,1,14,1,1200900,720097,4214,1,88,2,1,568147,4214,3069,203,4,568147,2,CZ042
56451,56452,13,5,99,0,8,1,504910,650498,4214,2,88,2,3,568007,4214,3069,998,1,568007,4,CZ042
56453,56454,13,5,99,1,12,1,504910,650498,4214,4,88,2,6,554804,4214,3069,203,1,568007,4,CZ042
56457,56458,8,2,99,1,12,1,1944920,794490,4214,1,88,2,7,568015,4214,3069,203,4,568015,4,CZ042
56462,56463,13,5,99,0,8,1,883910,688398,4214,2,88,1,4,554804,4214,3069,998,1,555223,2,CZ042
56476,56477,8,2,99,1,13,1,517990,651796,4214,1,88,1,7,568015,4214,3069,203,4,568015,4,CZ042
56479,56480,13,5,99,1,11,1,1786830,778681,4214,2,88,2,6,554804,4214,3069,998,6,568350,4,CZ042
56487,56488,8,2,99,1,13,1,517990,651796,4214,3,88,2,4,568015,4214,3069,203,6,568015,4,CZ042
56493,56494,8,2,99,1,14,1,547390,654736,4214,1,88,1,7,554804,4214,3069,203,1,568023,3,CZ042
56498,56499,1,1,9,4,37,4,517990,651796,4214,2,2,1,6,553697,4214,3069,203,1,568015,4,CZ042
56508,56509,13,5,99,1,11,1,1657350,765732,4214,2,88,1,7,554804,4214,3069,998,1,568295,2,CZ042
56514,56515,13,5,99,0,7,1,1657350,765732,4214,6,88,2,4,568007,4214,3069,998,2,568295,2,CZ042
56515,56516,1,1,4,4,47,5,303680,630365,4214,2,2,2,5,554804,4214,3069,203,1,567931,2,CZ042
56525,56526,12,4,9,3,27,3,517990,651796,4214,2,2,1,6,568007,4214,3069,998,1,568015,4,CZ042
56532,56533,8,2,99,2,17,2,834110,683418,4214,3,88,2,4,568058,4214,3069,203,6,568058,3,CZ042
56536,56537,1,1,1,4,41,5,834110,683418,4214,1,2,2,7,568309,4214,3069,203,1,568058,3,CZ042
56543,56544,8,2,99,1,14,1,517990,651796,4214,9,88,1,2,568015,4214,3069,203,4,568015,4,CZ042
56549,56550,13,5,99,1,9,1,1268020,726800,4214,5,88,1,1,568155,4214,3069,203,4,568155,4,CZ042
56553,56554,8,2,99,1,13,1,1268110,726818,4214,1,88,1,7,554804,4214,3069,203,1,568155,4,CZ042
56559,56560,8,2,99,2,16,2,834110,683418,4214,2,88,2,4,568058,4214,3069,203,6,568058,3,CZ042
56561,56562,8,2,99,2,17,2,504910,650498,4214,2,88,2,1,568007,4214,3069,203,4,568007,4,CZ042
56569,56570,8,2,99,2,17,2,504910,650498,4214,2,88,1,1,568007,4214,3069,203,4,568007,4,CZ042
56572,56573,13,5,99,1,11,1,834110,683418,4214,2,88,2,4,568058,4214,3069,998,6,568058,3,CZ042
56575,56576,12,4,99,4,53,6,517990,651796,4214,3,1,2,3,554804,4214,3069,203,1,568015,4,CZ042
56588,56589,8,2,99,2,17,2,517990,651796,4214,2,88,2,6,568015,4214,3069,203,6,568015,4,CZ042
56598,56599,1,1,6,4,46,5,904840,690481,4214,2,2,1,1,568091,4214,3069,203,6,568091,2,CZ042
56599,56600,1,1,9,4,58,6,1671180,767115,4214,3,2,2,4,554804,4214,3069,998,5,568309,2,CZ042
56602,56603,1,1,9,4,55,6,1671180,767115,4214,2,4,2,6,554804,4214,3069,203,1,568309,2,CZ042
56604,56605,8,2,99,2,17,2,1786830,778681,4214,1,88,1,1,568350,4214,3069,203,4,568350,4,CZ042
56608,56609,13,5,99,1,9,1,1267990,726796,4214,2,88,1,6,554804,4214,3069,998,1,568155,4,CZ042
56620,56621,1,1,9,4,41,5,1786830,778681,4214,2,2,1,6,554804,4214,3069,203,1,568350,4,CZ042
56621,56622,8,2,99,2,17,2,1268110,726818,4214,2,88,2,6,568155,4214,3069,203,6,568155,4,CZ042
56630,56631,13,5,99,1,11,1,1749710,774979,4214,4,88,1,3,554804,4214,3069,998,6,553697,4,CZ042
56631,56632,4,5,9,4,44,5,1268110,726818,4214,2,4,2,6,554804,4214,3069,203,1,568155,4,CZ042
56646,56647,13,5,99,0,8,1,1671180,767115,4214,4,88,1,4,554804,4214,3069,203,6,568309,2,CZ042
56648,56649,1,1,3,4,53,6,1268110,726818,4214,2,2,1,6,562335,4202,3069,203,2,568155,4,CZ042
56654,56655,13,5,99,1,9,1,1749710,774979,4214,1,88,1,6,553697,4214,3069,998,1,553697,4,CZ042
56656,56657,13,5,99,0,7,1,1788610,778869,4214,2,88,2,7,568015,4214,3069,203,6,555223,2,CZ042
56672,56673,1,1,4,4,40,4,517990,651796,4214,2,2,1,6,567477,4213,3069,203,2,568015,4,CZ042
56677,56678,13,5,99,1,14,1,1418360,741833,4214,2,88,2,3,568007,4214,3069,203,1,568007,4,CZ042
56687,56688,8,2,99,2,16,2,1268110,726818,4214,1,88,1,1,568155,4214,3069,203,4,568155,4,CZ042
56688,56689,13,5,99,1,9,1,1350710,735078,4214,1,88,2,3,554804,4214,3069,998,2,530620,99,CZ042
56708,56709,13,5,99,1,12,1,1268110,726818,4214,2,88,2,6,554804,4214,3069,203,1,568155,4,CZ042
56723,56724,8,2,99,1,13,1,517990,651796,4214,1,88,1,1,568015,4214,3069,203,4,568015,4,CZ042
56725,56726,8,2,99,1,14,1,517990,651796,4214,4,88,2,6,568015,4214,3069,203,6,568015,4,CZ042
56734,56735,13,5,99,0,7,1,1749710,774979,4214,4,88,1,7,553697,4214,3069,203,1,553697,4,CZ042
56740,56741,1,1,2,4,53,6,1786830,778681,4214,2,1,1,5,554804,4214,3069,998,5,568350,4,CZ042
56745,56746,13,5,99,1,10,1,1749710,774979,4214,2,88,2,3,553697,4214,3069,998,6,553697,4,CZ042
56751,56752,12,4,7,4,34,4,1553900,755419,4214,3,2,1,1,554804,4214,3069,203,4,546925,99,CZ042
56754,56755,8,2,99,1,13,1,504910,650498,4214,2,88,2,6,568007,4214,3069,203,6,568007,4,CZ042
56776,56777,13,5,99,1,9,1,1671180,767115,4214,2,88,1,6,554804,4214,3018,203,4,568309,2,CZ042
56779,56780,1,1,9,4,47,5,1671180,767115,4214,2,2,1,6,568147,4214,3069,203,1,568309,2,CZ042
56791,56792,8,2,99,1,14,1,1671180,767115,4214,1,88,2,4,568058,4214,3069,203,1,568309,2,CZ042
56794,56795,8,2,99,2,16,2,1786830,778681,4214,1,88,1,1,568350,4214,3069,203,4,568350,4,CZ042
56795,56796,1,1,7,4,44,5,1267990,726796,4214,2,4,2,6,562564,4202,3069,203,2,568155,4,CZ042
56797,56798,13,5,99,1,9,1,1786830,778681,4214,3,88,2,6,568350,4214,3069,203,6,568350,4,CZ042
56799,56800,8,2,99,1,12,1,1267990,726796,4214,1,88,2,4,568155,4214,3069,203,3,568155,4,CZ042
56800,56801,13,5,99,0,8,1,1268020,726800,4214,3,88,2,5,568155,4214,3026,203,4,568155,4,CZ042
56817,56818,1,1,99,4,59,6,1200900,720097,4214,2,2,1,4,568058,4214,3069,998,1,568147,2,CZ042
56818,56819,1,1,99,4,56,6,1200900,720097,4214,1,2,2,7,567442,4213,3069,998,1,568147,2,CZ042
56831,56832,6,3,99,4,68,7,1767290,776726,4214,2,2,1,1,554804,4214,3069,998,1,568350,4,CZ042
